day,K,timestamp,residual_bp,z,direction
2,6000,368900,18.9,3.19,rich
2,4000,369500,29.1,2.5,rich
2,4500,369500,-69.8,-2.35,cheap
2,5200,369500,15.1,2.18,rich
2,5300,369500,14.1,2.76,rich
2,5400,369500,-0.9,2.9,cheap
2,5500,369500,1.7,2.81,rich
2,6500,369500,-14.2,-2.82,cheap
2,4000,369600,29.1,2.5,rich
2,4500,369600,-69.8,-2.35,cheap
2,5200,369600,15.1,2.19,rich
2,5300,369600,14.6,2.84,rich
2,5400,369600,-2.2,2.74,cheap
2,5500,369600,1.9,2.82,rich
2,6500,369600,-14.2,-2.82,cheap
2,4000,369700,29.1,2.5,rich
2,4500,369700,-69.8,-2.35,cheap
2,5200,369700,15.1,2.19,rich
2,5300,369700,14.6,2.84,rich
2,5400,369700,-2.2,2.74,cheap
2,5500,369700,1.9,2.82,rich
2,6500,369700,-14.2,-2.82,cheap
2,5500,371300,-4.6,2.08,cheap
2,6000,371300,13.4,2.37,rich
2,4000,372300,29.2,2.51,rich
2,4500,372300,-69.5,-2.35,cheap
2,5200,372300,15.7,2.26,rich
2,5300,372300,14.1,2.76,rich
2,5400,372300,-1.3,2.85,cheap
2,5500,372300,2.5,2.9,rich
2,6500,372300,-14.4,-2.84,cheap
2,5500,373200,-5.0,2.04,cheap
2,6000,373200,13.4,2.37,rich
2,4000,373300,29.1,2.5,rich
2,4500,373300,-69.1,-2.34,cheap
2,5200,373300,15.2,2.2,rich
2,5300,373300,13.1,2.62,rich
2,5400,373300,-0.5,2.95,cheap
2,5500,373300,3.1,2.97,rich
2,6500,373300,-14.6,-2.86,cheap
2,4000,373700,28.9,2.49,rich
2,4500,373700,-69.6,-2.35,cheap
2,5200,373700,13.8,2.0,rich
2,5300,373700,13.3,2.65,rich
2,5400,373700,-2.2,2.74,cheap
2,5500,373700,3.0,2.95,rich
2,6500,373700,-14.2,-2.82,cheap
2,5000,373900,-18.0,-2.77,cheap
2,5100,373900,-16.3,-2.15,cheap
2,5500,373900,0.2,2.63,rich
2,6000,373900,18.3,3.09,rich
2,4000,374400,29.1,2.5,rich
2,4500,374400,-69.8,-2.35,cheap
2,5200,374400,14.4,2.09,rich
2,5300,374400,13.4,2.67,rich
2,5400,374400,-1.2,2.86,cheap
2,5500,374400,2.5,2.89,rich
2,6500,374400,-14.2,-2.82,cheap
2,5500,377900,-3.1,2.25,cheap
2,6000,377900,13.6,2.4,rich
2,4000,378100,28.6,2.48,rich
2,4500,378100,-69.6,-2.35,cheap
2,5200,378100,14.4,2.08,rich
2,5300,378100,12.8,2.58,rich
2,5400,378100,-2.8,2.67,cheap
2,5500,378100,0.9,2.71,rich
2,6500,378100,-13.9,-2.79,cheap
2,5500,378400,-4.4,2.1,cheap
2,6000,378400,13.3,2.36,rich
2,4000,378600,29.2,2.51,rich
2,4500,378600,-69.3,-2.34,cheap
2,5200,378600,15.1,2.18,rich
2,5300,378600,14.0,2.75,rich
2,5400,378600,-0.7,2.93,cheap
2,5500,378600,3.0,2.95,rich
2,6500,378600,-14.6,-2.86,cheap
2,4000,379200,29.1,2.5,rich
2,4500,379200,-69.7,-2.35,cheap
2,5200,379200,14.8,2.14,rich
2,5300,379200,13.7,2.71,rich
2,5400,379200,-2.1,2.76,cheap
2,5500,379200,3.0,2.95,rich
2,6500,379200,-14.3,-2.83,cheap
2,5000,380700,-15.6,-2.54,cheap
2,5100,380700,-15.8,-2.08,cheap
2,5500,380700,0.8,2.71,rich
2,6000,380700,18.5,3.13,rich
2,4000,380900,29.0,2.5,rich
2,4500,380900,-70.3,-2.36,cheap
2,5200,380900,14.2,2.06,rich
2,5300,380900,13.2,2.64,rich
2,5400,380900,-2.6,2.69,cheap
2,5500,380900,2.5,2.9,rich
2,6500,380900,-14.0,-2.8,cheap
2,5500,381500,-3.1,2.25,cheap
2,6000,381500,13.6,2.4,rich
2,4000,382300,29.1,2.5,rich
2,4500,382300,-69.7,-2.35,cheap
2,5200,382300,13.9,2.02,rich
2,5300,382300,13.9,2.73,rich
2,5400,382300,-1.9,2.78,cheap
2,5500,382300,3.1,2.97,rich
2,6500,382300,-14.4,-2.84,cheap
2,4000,382800,29.1,2.5,rich
2,4500,382800,-69.0,-2.34,cheap
2,5200,382800,14.7,2.13,rich
2,5300,382800,14.1,2.77,rich
2,5400,382800,-1.4,2.84,cheap
2,5500,382800,3.7,3.03,rich
2,6500,382800,-14.8,-2.87,cheap
2,4000,383900,29.1,2.5,rich
2,4500,383900,-69.7,-2.35,cheap
2,5200,383900,13.9,2.02,rich
2,5300,383900,13.9,2.73,rich
2,5400,383900,-1.9,2.78,cheap
2,5500,383900,3.1,2.97,rich
2,6500,383900,-14.4,-2.84,cheap
2,6000,385100,14.8,2.57,rich
2,4000,385700,28.8,2.49,rich
2,4500,385700,-69.7,-2.35,cheap
2,5200,385700,14.3,2.08,rich
2,5300,385700,13.8,2.72,rich
2,5400,385700,-2.4,2.72,cheap
2,5500,385700,1.0,2.73,rich
2,6500,385700,-14.0,-2.8,cheap
2,6000,386500,14.3,2.5,rich
2,4000,386600,28.4,2.47,rich
2,4500,386600,-68.7,-2.33,cheap
2,5200,386600,13.9,2.03,rich
2,5300,386600,13.4,2.66,rich
2,5400,386600,-1.4,2.84,cheap
2,5500,386600,-0.0,2.61,cheap
2,6500,386600,-14.2,-2.82,cheap
2,4000,386900,28.4,2.47,rich
2,4500,386900,-68.4,-2.32,cheap
2,5200,386900,14.4,2.09,rich
2,5300,386900,12.7,2.57,rich
2,5400,386900,-2.2,2.74,cheap
2,5500,386900,0.7,2.69,rich
2,6500,386900,-14.3,-2.83,cheap
2,4000,387000,28.4,2.47,rich
2,4500,387000,-68.3,-2.32,cheap
2,5200,387000,14.5,2.1,rich
2,5300,387000,13.3,2.66,rich
2,5400,387000,-1.8,2.78,cheap
2,5500,387000,0.9,2.71,rich
2,6500,387000,-14.4,-2.84,cheap
2,6000,388800,14.2,2.49,rich
2,4000,390800,28.4,2.47,rich
2,4500,390800,-68.6,-2.33,cheap
2,5200,390800,14.3,2.07,rich
2,5300,390800,14.2,2.78,rich
2,5400,390800,-2.6,2.69,cheap
2,5500,390800,0.4,2.66,rich
2,6500,390800,-14.3,-2.83,cheap
2,4000,391000,28.4,2.47,rich
2,4500,391000,-68.5,-2.33,cheap
2,5200,391000,14.4,2.09,rich
2,5300,391000,12.8,2.58,rich
2,5400,391000,-2.2,2.74,cheap
2,5500,391000,0.7,2.69,rich
2,6500,391000,-14.3,-2.83,cheap
2,5500,398400,-4.8,2.06,cheap
2,6000,398400,15.0,2.6,rich
2,6000,399100,14.0,2.45,rich
2,6000,400900,12.2,2.18,rich
2,6000,401100,12.9,2.29,rich
2,6000,402400,13.1,2.32,rich
2,6000,404400,16.6,2.84,rich
2,6000,405100,12.3,2.2,rich
2,5500,405900,-3.7,2.18,cheap
2,6000,405900,14.8,2.58,rich
2,6000,407600,13.1,2.33,rich
2,6000,407900,13.0,2.3,rich
2,6000,409400,15.5,2.68,rich
2,6000,409600,13.0,2.31,rich
2,6000,410700,12.9,2.29,rich
2,6000,410900,13.0,2.31,rich
2,6000,411000,12.9,2.29,rich
2,6000,411500,16.1,2.77,rich
2,6000,412000,15.8,2.73,rich
2,5000,412200,-13.6,-2.35,cheap
2,5100,412200,-15.4,-2.04,cheap
2,5500,412200,-3.3,2.23,cheap
2,6000,412200,21.0,3.49,rich
2,6000,412700,15.9,2.73,rich
2,6000,413600,15.9,2.74,rich
2,6000,413800,13.0,2.3,rich
2,5000,415000,-15.5,-2.53,cheap
2,5500,415000,-2.8,2.29,cheap
2,6000,415000,21.0,3.49,rich
2,6500,415000,-5.6,-2.05,cheap
2,5500,418500,-4.2,2.12,cheap
2,6000,418500,11.9,2.14,rich
2,5000,419200,-14.3,-2.41,cheap
2,5100,419200,-16.8,-2.21,cheap
2,5500,419200,1.3,2.76,rich
2,6000,419200,19.8,3.31,rich
2,6500,419200,-5.6,-2.04,cheap
2,5500,420700,-4.5,2.1,cheap
2,6000,420700,14.9,2.59,rich
2,5500,420800,-3.4,2.22,cheap
2,6000,420800,15.6,2.69,rich
2,5500,424400,-2.7,2.3,cheap
2,6000,424400,14.4,2.51,rich
2,6000,424600,15.4,2.66,rich
2,5500,426300,-4.2,2.13,cheap
2,6000,426300,12.1,2.17,rich
2,5500,427200,-3.6,2.2,cheap
2,6000,427200,14.3,2.5,rich
2,5000,428100,-15.5,-2.53,cheap
2,5100,428100,-16.2,-2.13,cheap
2,5400,428100,-7.8,2.02,cheap
2,5500,428100,0.8,2.7,rich
2,6000,428100,19.8,3.32,rich
2,6500,428100,-5.5,-2.04,cheap
2,5500,431400,-4.5,2.09,cheap
2,6000,431400,12.0,2.17,rich
2,5500,434900,-5.1,2.03,cheap
2,6000,434900,15.4,2.66,rich
2,5500,436900,-4.9,2.05,cheap
2,6000,436900,14.5,2.54,rich
2,4000,438200,28.8,2.49,rich
2,4500,438200,-68.9,-2.33,cheap
2,5200,438200,13.8,2.01,rich
2,5300,438200,14.2,2.78,rich
2,5400,438200,-1.3,2.85,cheap
2,5500,438200,1.2,2.75,rich
2,6500,438200,-14.7,-2.87,cheap
2,5500,438300,-4.3,2.12,cheap
2,6000,438300,14.3,2.5,rich
2,6000,438700,14.4,2.52,rich
2,5500,442500,-3.6,2.2,cheap
2,6000,442500,14.3,2.5,rich
2,6000,442700,14.8,2.58,rich
2,6000,442800,16.8,2.87,rich
2,6000,444700,14.5,2.53,rich
2,6000,445200,14.5,2.53,rich
2,4000,445900,29.2,2.5,rich
2,4500,445900,-69.5,-2.35,cheap
2,5200,445900,14.6,2.12,rich
2,5300,445900,15.7,2.98,rich
2,5400,445900,1.3,3.19,rich
2,5500,445900,-1.3,2.46,cheap
2,6500,445900,-14.7,-2.86,cheap
2,6000,446400,13.2,2.34,rich
2,6000,448000,13.8,2.43,rich
2,6000,448900,15.0,2.6,rich
2,6000,449900,14.5,2.54,rich
2,4000,455900,28.8,2.49,rich
2,4500,455900,-69.2,-2.34,cheap
2,5200,455900,13.8,2.0,rich
2,5300,455900,13.7,2.7,rich
2,5400,455900,-1.6,2.81,cheap
2,5500,455900,1.1,2.73,rich
2,6500,455900,-14.6,-2.86,cheap
2,5000,456800,-17.4,-2.72,cheap
2,5400,456800,-5.8,2.28,cheap
2,5500,456800,-2.2,2.36,cheap
2,6000,456800,20.3,3.39,rich
2,6500,456800,-5.5,-2.03,cheap
2,5500,457800,-5.3,2.0,cheap
2,6000,457800,14.6,2.54,rich
2,4000,459000,28.7,2.48,rich
2,4500,459000,-69.1,-2.34,cheap
2,5300,459000,13.5,2.67,rich
2,5400,459000,-1.6,2.82,cheap
2,5500,459000,1.2,2.75,rich
2,6500,459000,-14.7,-2.87,cheap
2,5500,463600,-3.9,2.16,cheap
2,6000,463600,15.3,2.65,rich
2,6000,464700,14.9,2.59,rich
2,5500,465400,-3.4,2.22,cheap
2,6000,465400,14.5,2.53,rich
2,6000,466400,16.5,2.83,rich
2,6000,466500,15.8,2.73,rich
2,6000,466800,15.5,2.68,rich
2,5000,468800,-16.0,-2.59,cheap
2,5100,468800,-16.3,-2.15,cheap
2,5400,468800,-7.7,2.03,cheap
2,5500,468800,-0.4,2.56,cheap
2,6000,468800,19.9,3.34,rich
2,6000,470400,15.3,2.64,rich
2,6000,470700,12.7,2.26,rich
2,5000,472200,-16.8,-2.66,cheap
2,5400,472200,-5.1,2.36,cheap
2,5500,472200,-5.1,2.02,cheap
2,6000,472200,20.8,3.47,rich
2,6500,472200,-5.2,-2.01,cheap
2,6000,472300,12.2,2.19,rich
2,6000,474200,15.6,2.69,rich
2,6000,476200,15.4,2.67,rich
2,4000,477800,28.9,2.49,rich
2,4500,477800,-70.2,-2.36,cheap
2,5300,477800,13.4,2.66,rich
2,5400,477800,-0.9,2.91,cheap
2,5500,477800,-0.6,2.54,cheap
2,6500,477800,-14.3,-2.83,cheap
2,6000,478100,14.9,2.58,rich
2,5000,479400,-15.0,-2.49,cheap
2,5100,479400,-16.6,-2.18,cheap
2,5500,479400,-0.8,2.52,cheap
2,6000,479400,20.1,3.35,rich
2,5500,479600,-5.3,2.0,cheap
2,6000,479600,14.8,2.57,rich
2,4000,480600,28.8,2.49,rich
2,4500,480600,-69.4,-2.34,cheap
2,5300,480600,13.5,2.68,rich
2,5400,480600,-1.6,2.82,cheap
2,5500,480600,1.2,2.75,rich
2,6500,480600,-14.8,-2.87,cheap
2,4000,481200,29.0,2.5,rich
2,4500,481200,-70.0,-2.36,cheap
2,5300,481200,13.1,2.63,rich
2,5400,481200,0.2,3.04,rich
2,5500,481200,-0.0,2.61,cheap
2,6500,481200,-14.5,-2.85,cheap
2,4000,481600,28.9,2.49,rich
2,4500,481600,-70.2,-2.36,cheap
2,5300,481600,13.4,2.66,rich
2,5400,481600,-0.9,2.91,cheap
2,5500,481600,-0.6,2.54,cheap
2,6500,481600,-14.3,-2.83,cheap
2,4000,481900,28.9,2.49,rich
2,4500,481900,-70.3,-2.36,cheap
2,5300,481900,13.4,2.66,rich
2,5400,481900,-0.9,2.91,cheap
2,5500,481900,-0.6,2.54,cheap
2,6500,481900,-14.3,-2.83,cheap
2,4000,482000,28.8,2.49,rich
2,4500,482000,-70.1,-2.36,cheap
2,5300,482000,13.0,2.61,rich
2,5400,482000,-0.9,2.9,cheap
2,5500,482000,-0.6,2.54,cheap
2,6500,482000,-14.3,-2.83,cheap
2,6000,483200,14.7,2.56,rich
2,6000,488100,13.3,2.35,rich
2,6000,489400,12.5,2.23,rich
2,4000,490000,28.9,2.49,rich
2,4500,490000,-69.3,-2.34,cheap
2,5300,490000,12.6,2.56,rich
2,5400,490000,-0.8,2.91,cheap
2,5500,490000,1.7,2.81,rich
2,6500,490000,-14.9,-2.89,cheap
2,6000,490600,15.0,2.6,rich
2,5500,493000,-4.3,2.11,cheap
2,6000,493000,15.4,2.67,rich
2,4000,495200,29.0,2.5,rich
2,4500,495200,-70.1,-2.36,cheap
2,5300,495200,13.4,2.67,rich
2,5400,495200,-1.3,2.86,cheap
2,5500,495200,0.2,2.64,rich
2,6500,495200,-14.5,-2.85,cheap
2,6000,498100,14.6,2.54,rich
2,4000,501000,29.0,2.5,rich
2,4500,501000,-70.3,-2.36,cheap
2,5300,501000,12.2,2.5,rich
2,5400,501000,-0.2,2.99,cheap
2,5500,501000,-0.1,2.59,cheap
2,6500,501000,-14.5,-2.84,cheap
2,4000,501300,28.9,2.49,rich
2,4500,501300,-69.9,-2.35,cheap
2,5300,501300,11.7,2.43,rich
2,5400,501300,-0.8,2.92,cheap
2,5500,501300,0.7,2.69,rich
2,6500,501300,-14.6,-2.86,cheap
2,5000,502200,-13.3,-2.32,cheap
2,5100,502200,-17.3,-2.26,cheap
2,5400,502200,-7.3,2.08,cheap
2,5500,502200,-2.4,2.33,cheap
2,6000,502200,19.8,3.32,rich
2,5000,504400,-14.0,-2.39,cheap
2,5400,504400,-6.3,2.22,cheap
2,5500,504400,-4.6,2.08,cheap
2,6000,504400,21.2,3.52,rich
2,6500,504400,-5.1,-2.0,cheap
2,6000,505100,16.4,2.82,rich
2,6000,506300,15.6,2.69,rich
2,6000,507400,16.9,2.89,rich
2,6000,510900,13.3,2.36,rich
2,5000,511200,-16.3,-2.61,cheap
2,5400,511200,-7.4,2.08,cheap
2,5500,511200,-4.0,2.15,cheap
2,6000,511200,21.5,3.56,rich
2,6500,511200,-5.4,-2.02,cheap
2,6000,511900,16.2,2.78,rich
2,6000,512000,15.8,2.72,rich
2,5000,512400,-15.5,-2.54,cheap
2,5100,512400,-15.6,-2.06,cheap
2,5400,512400,-7.2,2.1,cheap
2,5500,512400,0.3,2.65,rich
2,6000,512400,20.3,3.39,rich
2,6500,512400,-5.4,-2.03,cheap
2,5000,513400,-15.4,-2.52,cheap
2,5100,513400,-15.3,-2.03,cheap
2,5400,513400,-7.9,2.01,cheap
2,5500,513400,-0.2,2.59,cheap
2,6000,513400,20.2,3.38,rich
2,6500,513400,-5.2,-2.01,cheap
2,6000,515100,16.1,2.76,rich
2,6000,515800,14.5,2.52,rich
2,6000,517100,15.1,2.62,rich
2,4000,517500,29.1,2.5,rich
2,4500,517500,-70.5,-2.37,cheap
2,5300,517500,12.8,2.58,rich
2,5400,517500,0.0,3.02,rich
2,5500,517500,-0.0,2.61,cheap
2,6500,517500,-14.6,-2.85,cheap
2,6000,518600,14.5,2.53,rich
2,6000,521700,15.6,2.69,rich
2,4000,522400,29.1,2.5,rich
2,4500,522400,-70.5,-2.37,cheap
2,5300,522400,13.9,2.73,rich
2,5400,522400,-0.4,2.97,cheap
2,5500,522400,-0.2,2.58,cheap
2,6500,522400,-14.6,-2.85,cheap
2,6000,524600,15.3,2.65,rich
2,4000,525200,29.1,2.5,rich
2,4500,525200,-71.2,-2.38,cheap
2,5300,525200,13.5,2.67,rich
2,5400,525200,-0.4,2.97,cheap
2,5500,525200,-1.4,2.45,cheap
2,6500,525200,-14.2,-2.82,cheap
2,6000,525500,14.1,2.48,rich
2,4000,526100,29.1,2.5,rich
2,4500,526100,-70.8,-2.37,cheap
2,5300,526100,13.1,2.63,rich
2,5400,526100,-0.9,2.91,cheap
2,5500,526100,-0.5,2.55,cheap
2,6500,526100,-14.4,-2.84,cheap
2,6000,528500,15.4,2.66,rich
2,6000,530600,14.9,2.59,rich
2,4000,532000,29.1,2.5,rich
2,4500,532000,-70.6,-2.37,cheap
2,5300,532000,12.4,2.53,rich
2,5400,532000,-0.0,3.02,cheap
2,5500,532000,0.0,2.61,rich
2,6500,532000,-14.6,-2.86,cheap
2,6000,533300,14.9,2.58,rich
2,4000,534600,29.0,2.5,rich
2,4500,534600,-69.8,-2.35,cheap
2,5300,534600,12.1,2.49,rich
2,5400,534600,-0.9,2.91,cheap
2,5500,534600,1.9,2.82,rich
2,6500,534600,-15.0,-2.89,cheap
2,5000,535800,-13.3,-2.32,cheap
2,5400,535800,-7.9,2.01,cheap
2,5500,535800,-0.3,2.58,cheap
2,6000,535800,20.2,3.37,rich
2,4000,536600,29.1,2.5,rich
2,4500,536600,-70.3,-2.36,cheap
2,5300,536600,12.4,2.53,rich
2,5400,536600,-0.4,2.96,cheap
2,5500,536600,0.9,2.71,rich
2,6500,536600,-14.8,-2.88,cheap
2,4000,537000,29.2,2.51,rich
2,4500,537000,-70.8,-2.37,cheap
2,5300,537000,12.8,2.58,rich
2,5400,537000,0.1,3.03,rich
2,5500,537000,-0.0,2.61,cheap
2,6500,537000,-14.6,-2.86,cheap
2,5500,537800,-4.4,2.1,cheap
2,6000,537800,14.7,2.55,rich
2,6000,540300,15.4,2.66,rich
2,4000,543800,29.0,2.5,rich
2,4500,543800,-69.7,-2.35,cheap
2,5300,543800,12.4,2.52,rich
2,5400,543800,-0.7,2.94,cheap
2,5500,543800,2.1,2.85,rich
2,6500,543800,-15.2,-2.91,cheap
2,5500,547100,-2.9,2.27,cheap
2,6000,547100,16.0,2.75,rich
2,5500,553800,-4.8,2.05,cheap
2,6000,553800,15.7,2.7,rich
2,5000,554500,-15.1,-2.5,cheap
2,5400,554500,-7.6,2.05,cheap
2,5500,554500,0.1,2.62,rich
2,6000,554500,20.4,3.41,rich
2,6500,554500,-5.3,-2.02,cheap
2,4000,555000,29.1,2.5,rich
2,4500,555000,-70.2,-2.36,cheap
2,5300,555000,13.0,2.62,rich
2,5400,555000,-1.6,2.82,cheap
2,5500,555000,1.4,2.77,rich
2,6500,555000,-14.9,-2.88,cheap
2,4000,555400,29.2,2.51,rich
2,4500,555400,-70.0,-2.36,cheap
2,5300,555400,12.8,2.58,rich
2,5400,555400,-0.6,2.95,cheap
2,5500,555400,2.1,2.85,rich
2,6500,555400,-15.2,-2.91,cheap
2,4000,557000,29.1,2.5,rich
2,4500,557000,-69.9,-2.35,cheap
2,5300,557000,12.4,2.53,rich
2,5400,557000,-0.6,2.94,cheap
2,5500,557000,2.1,2.85,rich
2,6500,557000,-15.2,-2.91,cheap
2,5500,560100,-4.2,2.13,cheap
2,6000,560100,15.3,2.65,rich
2,6000,562200,16.5,2.83,rich
2,6000,566200,13.6,2.4,rich
2,6000,567800,16.6,2.84,rich
2,6000,568000,13.8,2.43,rich
2,6000,568900,17.7,3.01,rich
2,6000,569100,13.9,2.44,rich
2,6000,569300,13.9,2.44,rich
2,5000,570500,-13.4,-2.33,cheap
2,5500,570500,-2.0,2.38,cheap
2,6000,570500,22.0,3.64,rich
2,6500,570500,-5.7,-2.05,cheap
2,6000,571100,16.8,2.88,rich
2,5000,571500,-15.1,-2.49,cheap
2,5100,571500,-15.2,-2.02,cheap
2,5500,571500,-2.3,2.34,cheap
2,6000,571500,22.1,3.66,rich
2,6000,573400,13.7,2.42,rich
2,6000,574400,13.8,2.43,rich
2,6000,575000,17.5,2.97,rich
2,6000,577200,14.0,2.45,rich
2,6000,577300,17.0,2.89,rich
2,6000,577500,16.9,2.88,rich
2,6000,577800,14.1,2.47,rich
2,6000,578200,13.9,2.44,rich
2,5500,578900,-5.2,2.01,cheap
2,6000,578900,14.4,2.52,rich
2,6000,579200,18.8,3.17,rich
2,6000,579400,14.4,2.52,rich
2,5500,579600,-4.6,2.08,cheap
2,6000,579600,17.4,2.95,rich
2,6000,579700,14.4,2.52,rich
2,6000,579900,14.4,2.51,rich
2,6000,580200,14.4,2.52,rich
2,6000,580900,14.5,2.54,rich
2,6000,581300,14.2,2.48,rich
2,6000,582800,14.3,2.5,rich
2,4000,583500,27.8,2.44,rich
2,4500,583500,-67.6,-2.31,cheap
2,5300,583500,11.1,2.34,rich
2,5400,583500,-1.5,2.83,cheap
2,5500,583500,-1.4,2.45,cheap
2,6000,583500,11.4,2.07,rich
2,6500,583500,-15.2,-2.91,cheap
2,5500,584300,-3.1,2.25,cheap
2,6000,584300,18.0,3.04,rich
2,5500,584400,-4.5,2.1,cheap
2,6000,584400,16.2,2.78,rich
2,4000,585100,27.4,2.42,rich
2,4500,585100,-67.1,-2.3,cheap
2,5300,585100,12.0,2.47,rich
2,5400,585100,-2.0,2.76,cheap
2,5500,585100,-4.6,2.08,cheap
2,6000,585100,12.2,2.19,rich
2,6500,585100,-15.0,-2.89,cheap
2,4000,586000,27.2,2.42,rich
2,4500,586000,-66.8,-2.29,cheap
2,5300,586000,11.7,2.43,rich
2,5400,586000,-3.6,2.56,cheap
2,5500,586000,-4.1,2.14,cheap
2,6000,586000,12.4,2.22,rich
2,6500,586000,-15.0,-2.89,cheap
2,6000,586800,15.9,2.73,rich
2,6000,587200,16.0,2.75,rich
2,4000,587400,27.3,2.42,rich
2,4500,587400,-66.4,-2.29,cheap
2,5300,587400,11.2,2.36,rich
2,5400,587400,-2.5,2.71,cheap
2,5500,587400,-3.3,2.23,cheap
2,6000,587400,12.5,2.24,rich
2,6500,587400,-15.3,-2.92,cheap
2,4000,587800,27.3,2.42,rich
2,4500,587800,-66.7,-2.29,cheap
2,5300,587800,12.3,2.51,rich
2,5400,587800,-3.3,2.6,cheap
2,5500,587800,-3.9,2.16,cheap
2,6000,587800,12.4,2.22,rich
2,6500,587800,-15.1,-2.9,cheap
2,4000,587900,27.3,2.42,rich
2,4500,587900,-66.5,-2.29,cheap
2,5300,587900,11.8,2.45,rich
2,5400,587900,-2.8,2.67,cheap
2,5500,587900,-3.5,2.21,cheap
2,6000,587900,12.5,2.23,rich
2,6500,587900,-15.3,-2.92,cheap
2,4000,588600,27.2,2.42,rich
2,4500,588600,-66.9,-2.3,cheap
2,5300,588600,11.7,2.43,rich
2,5400,588600,-3.6,2.56,cheap
2,5500,588600,-4.1,2.14,cheap
2,6000,588600,12.4,2.22,rich
2,6500,588600,-15.0,-2.89,cheap
2,6000,589100,15.9,2.74,rich
2,4000,589500,27.2,2.42,rich
2,4500,589500,-66.9,-2.29,cheap
2,5300,589500,11.3,2.38,rich
2,5400,589500,-3.7,2.54,cheap
2,5500,589500,-4.1,2.14,cheap
2,6000,589500,12.5,2.23,rich
2,6500,589500,-14.9,-2.89,cheap
2,4000,589600,27.3,2.42,rich
2,4500,589600,-66.8,-2.29,cheap
2,5300,589600,12.3,2.51,rich
2,5400,589600,-3.3,2.6,cheap
2,5500,589600,-3.9,2.16,cheap
2,6000,589600,12.4,2.22,rich
2,6500,589600,-15.1,-2.9,cheap
2,4000,589700,27.3,2.42,rich
2,4500,589700,-66.8,-2.29,cheap
2,5300,589700,12.3,2.51,rich
2,5400,589700,-3.3,2.6,cheap
2,5500,589700,-3.9,2.16,cheap
2,6000,589700,12.4,2.22,rich
2,6500,589700,-15.1,-2.9,cheap
2,4000,590100,27.3,2.42,rich
2,4500,590100,-66.9,-2.3,cheap
2,5300,590100,11.7,2.43,rich
2,5400,590100,-3.6,2.56,cheap
2,5500,590100,-4.1,2.14,cheap
2,6000,590100,12.4,2.22,rich
2,6500,590100,-15.0,-2.89,cheap
2,4000,590400,27.3,2.42,rich
2,4500,590400,-66.8,-2.29,cheap
2,5300,590400,12.3,2.51,rich
2,5400,590400,-3.3,2.6,cheap
2,5500,590400,-3.9,2.16,cheap
2,6000,590400,12.4,2.22,rich
2,6500,590400,-15.1,-2.9,cheap
2,4000,591000,27.3,2.42,rich
2,4500,591000,-66.7,-2.29,cheap
2,5300,591000,11.3,2.37,rich
2,5400,591000,-3.1,2.62,cheap
2,5500,591000,-3.7,2.18,cheap
2,6000,591000,12.5,2.24,rich
2,6500,591000,-15.1,-2.9,cheap
2,6000,591800,18.6,3.14,rich
2,5500,593300,-4.9,2.05,cheap
2,6000,593300,14.5,2.53,rich
2,4000,593700,28.2,2.46,rich
2,4500,593700,-68.0,-2.32,cheap
2,5300,593700,10.8,2.3,rich
2,5400,593700,-2.5,2.7,cheap
2,5500,593700,1.9,2.83,rich
2,6000,593700,10.9,2.0,rich
2,6500,593700,-15.6,-2.94,cheap
2,4000,594400,27.9,2.45,rich
2,4500,594400,-67.4,-2.31,cheap
2,5300,594400,11.5,2.4,rich
2,5400,594400,-1.1,2.88,cheap
2,5500,594400,-1.0,2.49,cheap
2,6000,594400,11.5,2.09,rich
2,6500,594400,-15.5,-2.94,cheap
2,5000,596500,-12.9,-2.28,cheap
2,5500,596500,-2.2,2.36,cheap
2,6000,596500,22.1,3.66,rich
2,6500,596500,-5.6,-2.05,cheap
2,6000,598300,13.6,2.4,rich
2,4000,598800,29.3,2.51,rich
2,4500,598800,-70.3,-2.36,cheap
2,5300,598800,11.8,2.44,rich
2,5400,598800,-1.5,2.83,cheap
2,5500,598800,2.8,2.93,rich
2,6500,598800,-15.3,-2.92,cheap
2,4000,599300,29.3,2.51,rich
2,4500,599300,-70.4,-2.36,cheap
2,5300,599300,12.7,2.56,rich
2,5400,599300,-0.5,2.96,cheap
2,5500,599300,2.3,2.87,rich
2,6500,599300,-15.3,-2.92,cheap
2,4000,600000,29.3,2.51,rich
2,4500,600000,-70.5,-2.37,cheap
2,5300,600000,12.1,2.48,rich
2,5400,600000,-0.8,2.92,cheap
2,5500,600000,2.1,2.85,rich
2,6500,600000,-15.2,-2.91,cheap
2,4000,601400,29.2,2.51,rich
2,4500,601400,-71.1,-2.38,cheap
2,5300,601400,11.3,2.38,rich
2,5400,601400,-0.8,2.92,cheap
2,5500,601400,0.9,2.71,rich
2,6500,601400,-14.8,-2.88,cheap
2,4000,601600,29.2,2.51,rich
2,4500,601600,-71.1,-2.38,cheap
2,5300,601600,11.3,2.38,rich
2,5400,601600,-0.8,2.92,cheap
2,5500,601600,0.9,2.71,rich
2,6500,601600,-14.8,-2.88,cheap
2,4000,602600,29.3,2.51,rich
2,4500,602600,-71.2,-2.38,cheap
2,5300,602600,12.8,2.58,rich
2,5400,602600,-1.2,2.87,cheap
2,5500,602600,0.7,2.69,rich
2,6500,602600,-14.8,-2.88,cheap
2,4000,602700,29.3,2.51,rich
