day,K,timestamp,residual_bp,z,direction
1,5400,236700,-0.3,2.79,cheap
1,5500,236700,4.2,2.91,rich
1,6500,236700,-11.5,-2.61,cheap
1,4000,237400,28.3,2.45,rich
1,4500,237400,-68.5,-2.34,cheap
1,5300,237400,12.6,2.35,rich
1,5400,237400,0.3,2.86,rich
1,5500,237400,3.7,2.86,rich
1,6500,237400,-11.6,-2.62,cheap
1,4000,237700,28.4,2.46,rich
1,4500,237700,-68.8,-2.34,cheap
1,5200,237700,14.2,2.01,rich
1,5300,237700,12.8,2.39,rich
1,5400,237700,0.3,2.86,rich
1,5500,237700,3.6,2.84,rich
1,6500,237700,-11.5,-2.62,cheap
1,4000,238200,28.3,2.45,rich
1,4500,238200,-68.7,-2.34,cheap
1,5300,238200,12.4,2.33,rich
1,5400,238200,0.1,2.84,rich
1,5500,238200,3.5,2.84,rich
1,6500,238200,-11.5,-2.61,cheap
1,4000,238300,28.3,2.45,rich
1,4500,238300,-68.7,-2.34,cheap
1,5300,238300,12.4,2.33,rich
1,5400,238300,0.1,2.84,rich
1,5500,238300,3.5,2.84,rich
1,6500,238300,-11.5,-2.61,cheap
1,5500,238600,-1.1,2.26,cheap
1,6000,238600,7.8,2.26,rich
1,4000,239200,28.4,2.45,rich
1,4500,239200,-69.1,-2.35,cheap
1,5200,239200,14.5,2.06,rich
1,5300,239200,12.6,2.35,rich
1,5400,239200,0.2,2.86,rich
1,5500,239200,2.6,2.73,rich
1,6500,239200,-11.3,-2.59,cheap
1,5500,239600,-1.2,2.26,cheap
1,6000,239600,7.2,2.16,rich
1,4000,240100,27.1,2.4,rich
1,4500,240100,-66.3,-2.29,cheap
1,5300,240100,11.7,2.22,rich
1,5400,240100,-0.4,2.77,cheap
1,5500,240100,3.3,2.81,rich
1,6500,240100,-10.7,-2.54,cheap
1,5500,242900,-3.3,2.0,cheap
1,6000,242900,6.7,2.07,rich
1,5500,244400,-3.3,2.01,cheap
1,6000,244400,6.8,2.08,rich
1,4000,245300,28.3,2.45,rich
1,4500,245300,-69.3,-2.35,cheap
1,5300,245300,13.0,2.41,rich
1,5400,245300,-0.1,2.82,cheap
1,5500,245300,2.5,2.7,rich
1,6500,245300,-11.2,-2.59,cheap
1,5500,246400,-3.1,2.03,cheap
1,6000,246400,6.8,2.08,rich
1,5500,247000,-0.7,2.32,cheap
1,5000,247800,-16.6,-2.62,cheap
1,5400,247800,-5.9,2.04,cheap
1,5500,247800,3.4,2.82,rich
1,6000,247800,11.4,2.88,rich
1,5500,248700,-3.1,2.02,cheap
1,5000,249800,-16.6,-2.62,cheap
1,5500,249800,3.1,2.78,rich
1,6000,249800,10.2,2.67,rich
1,5500,251900,-2.6,2.08,cheap
1,6000,251900,7.0,2.12,rich
1,5500,254700,-1.3,2.24,cheap
1,6000,254700,6.6,2.06,rich
1,5500,256200,-1.5,2.22,cheap
1,5000,257600,-16.9,-2.65,cheap
1,5400,257600,-5.6,2.09,cheap
1,5500,257600,0.8,2.5,rich
1,6000,257600,10.8,2.78,rich
1,5500,258200,-1.0,2.28,cheap
1,5500,258400,-1.6,2.2,cheap
1,6000,258400,6.6,2.05,rich
1,4000,258700,27.4,2.41,rich
1,4500,258700,-66.6,-2.3,cheap
1,5300,258700,11.8,2.24,rich
1,5400,258700,0.3,2.87,rich
1,5500,258700,5.0,3.01,rich
1,6500,258700,-11.0,-2.56,cheap
1,4000,259000,27.4,2.41,rich
1,4500,259000,-67.0,-2.3,cheap
1,5300,259000,11.1,2.14,rich
1,5400,259000,-0.7,2.73,cheap
1,5500,259000,4.2,2.92,rich
1,6500,259000,-10.6,-2.53,cheap
1,5500,259300,-2.3,2.12,cheap
1,6000,259300,6.4,2.02,rich
1,5000,259900,-16.1,-2.56,cheap
1,5400,259900,-5.6,2.09,cheap
1,5500,259900,1.3,2.56,rich
1,6000,259900,11.7,2.94,rich
1,4000,260500,27.4,2.41,rich
1,4500,260500,-66.6,-2.3,cheap
1,5300,260500,11.8,2.24,rich
1,5400,260500,0.3,2.87,rich
1,5500,260500,5.0,3.01,rich
1,6500,260500,-11.0,-2.56,cheap
1,4000,261300,27.4,2.41,rich
1,4500,261300,-66.8,-2.3,cheap
1,5300,261300,11.9,2.25,rich
1,5400,261300,-0.3,2.79,cheap
1,5500,261300,4.5,2.96,rich
1,6500,261300,-10.8,-2.55,cheap
1,5500,261600,0.4,2.45,rich
1,6000,261600,7.6,2.23,rich
1,4000,262000,27.2,2.4,rich
1,4500,262000,-66.5,-2.29,cheap
1,5300,262000,11.7,2.22,rich
1,5400,262000,-0.4,2.78,cheap
1,5500,262000,3.3,2.81,rich
1,6500,262000,-10.7,-2.54,cheap
1,5500,264000,-2.1,2.15,cheap
1,6000,264000,6.7,2.07,rich
1,6000,265400,7.0,2.12,rich
1,5500,265700,-1.4,2.24,cheap
1,6000,265700,7.5,2.21,rich
1,5500,266100,-2.1,2.14,cheap
1,6000,266100,6.7,2.07,rich
1,4000,266200,28.5,2.46,rich
1,4500,266200,-69.2,-2.35,cheap
1,5300,266200,12.6,2.35,rich
1,5400,266200,0.9,2.94,rich
1,5500,266200,3.1,2.78,rich
1,6500,266200,-11.5,-2.61,cheap
1,4000,266700,28.5,2.46,rich
1,4500,266700,-69.1,-2.35,cheap
1,5200,266700,14.2,2.02,rich
1,5300,266700,12.9,2.39,rich
1,5400,266700,0.3,2.86,rich
1,5500,266700,3.6,2.84,rich
1,6500,266700,-11.6,-2.62,cheap
1,4000,266900,28.5,2.46,rich
1,4500,266900,-69.1,-2.35,cheap
1,5200,266900,14.2,2.02,rich
1,5300,266900,12.9,2.39,rich
1,5400,266900,0.3,2.86,rich
1,5500,266900,3.6,2.84,rich
1,6500,266900,-11.6,-2.62,cheap
1,4000,267500,28.4,2.46,rich
1,4500,267500,-68.9,-2.34,cheap
1,5300,267500,12.7,2.36,rich
1,5400,267500,0.3,2.87,rich
1,5500,267500,3.7,2.86,rich
1,6500,267500,-11.6,-2.63,cheap
1,4000,267600,28.5,2.46,rich
1,4500,267600,-69.1,-2.35,cheap
1,5200,267600,14.2,2.02,rich
1,5300,267600,12.9,2.39,rich
1,5400,267600,0.3,2.86,rich
1,5500,267600,3.6,2.84,rich
1,6500,267600,-11.6,-2.62,cheap
1,4000,269800,28.5,2.46,rich
1,4500,269800,-69.2,-2.35,cheap
1,5300,269800,12.6,2.35,rich
1,5400,269800,0.9,2.94,rich
1,5500,269800,3.1,2.78,rich
1,6500,269800,-11.5,-2.61,cheap
1,5500,269900,-2.0,2.16,cheap
1,6000,269900,6.6,2.06,rich
1,4000,271500,27.5,2.41,rich
1,4500,271500,-66.6,-2.3,cheap
1,5300,271500,12.7,2.36,rich
1,5400,271500,-0.2,2.81,cheap
1,5500,271500,4.7,2.98,rich
1,6500,271500,-11.0,-2.57,cheap
1,5500,272500,-2.8,2.07,cheap
1,6000,272500,6.4,2.03,rich
1,5500,272600,-2.1,2.14,cheap
1,6000,272600,6.9,2.11,rich
1,5500,274900,-0.2,2.38,cheap
1,6000,274900,6.8,2.09,rich
1,4000,276200,27.1,2.39,rich
1,4500,276200,-66.3,-2.29,cheap
1,5300,276200,12.9,2.4,rich
1,5400,276200,-0.8,2.73,cheap
1,5500,276200,2.0,2.64,rich
1,6500,276200,-10.7,-2.54,cheap
1,4000,277500,28.4,2.46,rich
1,4500,277500,-69.2,-2.35,cheap
1,5200,277500,14.2,2.01,rich
1,5300,277500,12.8,2.38,rich
1,5400,277500,-0.3,2.79,cheap
1,5500,277500,3.3,2.81,rich
1,6500,277500,-11.5,-2.61,cheap
1,4000,277900,27.0,2.39,rich
1,4500,277900,-66.1,-2.29,cheap
1,5300,277900,11.8,2.24,rich
1,5400,277900,-0.2,2.8,cheap
1,5500,277900,2.4,2.69,rich
1,6500,277900,-10.8,-2.55,cheap
1,4000,278600,27.1,2.39,rich
1,4500,278600,-66.4,-2.29,cheap
1,5300,278600,12.3,2.31,rich
1,5400,278600,0.2,2.86,rich
1,5500,278600,1.7,2.62,rich
1,6500,278600,-10.7,-2.54,cheap
1,5500,278700,-3.0,2.04,cheap
1,6000,278700,7.0,2.12,rich
1,5500,279100,-2.3,2.12,cheap
1,6000,279100,6.7,2.07,rich
1,5000,279500,-11.3,-2.04,cheap
1,5500,279500,-0.6,2.34,cheap
1,6000,279500,7.2,2.16,rich
1,4000,279900,27.5,2.42,rich
1,4500,279900,-66.9,-2.3,cheap
1,5300,279900,12.8,2.38,rich
1,5400,279900,-0.7,2.73,cheap
1,5500,279900,4.3,2.93,rich
1,6500,279900,-10.9,-2.56,cheap
1,5500,280600,-1.9,2.17,cheap
1,6000,280600,6.8,2.09,rich
1,5500,281400,-2.8,2.07,cheap
1,6000,281400,7.6,2.22,rich
1,5500,282000,-2.1,2.15,cheap
1,6000,282000,7.0,2.13,rich
1,5500,282300,-1.1,2.27,cheap
1,4000,282900,27.6,2.42,rich
1,4500,282900,-67.0,-2.3,cheap
1,5300,282900,12.6,2.35,rich
1,5400,282900,0.4,2.88,rich
1,5500,282900,4.1,2.91,rich
1,6500,282900,-10.9,-2.56,cheap
1,4000,284000,27.6,2.42,rich
1,4500,284000,-66.4,-2.29,cheap
1,5300,284000,12.8,2.39,rich
1,5400,284000,0.8,2.94,rich
1,5500,284000,4.7,2.97,rich
1,6500,284000,-11.3,-2.59,cheap
1,5500,285900,-3.1,2.02,cheap
1,5000,286000,-16.9,-2.65,cheap
1,5400,286000,-6.1,2.02,cheap
1,5500,286000,1.4,2.57,rich
1,6000,286000,11.0,2.82,rich
1,5500,287000,-2.0,2.16,cheap
1,5500,288900,-2.9,2.05,cheap
1,5500,289200,-1.0,2.28,cheap
1,6000,289200,6.4,2.02,rich
1,5500,290600,-2.6,2.09,cheap
1,5500,291400,-2.8,2.06,cheap
1,5500,291800,-2.0,2.16,cheap
1,5000,292000,-15.7,-2.52,cheap
1,5500,292000,1.8,2.63,rich
1,6000,292000,11.1,2.82,rich
1,5000,295600,-16.3,-2.58,cheap
1,5400,295600,-6.1,2.01,cheap
1,5500,295600,0.9,2.52,rich
1,6000,295600,10.1,2.66,rich
1,5500,295800,-2.5,2.1,cheap
1,5500,297500,-3.2,2.01,cheap
1,5500,298100,-1.2,2.25,cheap
1,5500,301200,-2.5,2.1,cheap
1,5500,301400,-1.2,2.25,cheap
1,5500,302900,-3.0,2.04,cheap
1,5000,304800,-19.1,-2.89,cheap
1,5400,304800,-4.4,2.25,cheap
1,5500,304800,1.1,2.54,rich
1,6000,304800,11.0,2.82,rich
1,5500,307000,-2.6,2.08,cheap
1,5500,307300,-2.6,2.09,cheap
1,5500,308100,-1.5,2.22,cheap
1,6000,308100,6.4,2.01,rich
1,5500,308800,-1.5,2.22,cheap
1,6000,310500,7.0,2.13,rich
1,5000,311200,-11.1,-2.02,cheap
1,5500,311200,-2.9,2.05,cheap
1,4000,315300,28.6,2.46,rich
1,4500,315300,-69.4,-2.35,cheap
1,5200,315300,14.6,2.08,rich
1,5300,315300,12.4,2.32,rich
1,5400,315300,-0.7,2.73,cheap
1,5500,315300,4.0,2.89,rich
1,6500,315300,-11.6,-2.63,cheap
1,4000,316400,28.4,2.46,rich
1,4500,316400,-69.2,-2.35,cheap
1,5200,316400,14.2,2.01,rich
1,5300,316400,12.4,2.32,rich
1,5400,316400,-0.0,2.83,cheap
1,5500,316400,2.3,2.68,rich
1,6500,316400,-11.5,-2.62,cheap
1,4000,316600,28.2,2.45,rich
1,4500,316600,-69.0,-2.34,cheap
1,5200,316600,15.6,2.22,rich
1,5300,316600,13.3,2.46,rich
1,5400,316600,-0.7,2.74,cheap
1,5500,316600,0.5,2.46,rich
1,6500,316600,-11.4,-2.6,cheap
1,6000,316900,8.1,2.31,rich
1,4000,318600,28.5,2.46,rich
1,4500,318600,-69.4,-2.35,cheap
1,5200,318600,14.8,2.11,rich
1,5300,318600,13.5,2.48,rich
1,5400,318600,-0.5,2.76,cheap
1,5500,318600,1.9,2.63,rich
1,6500,318600,-11.5,-2.61,cheap
1,6000,319100,8.6,2.4,rich
1,5000,319200,-17.2,-2.68,cheap
1,5400,319200,-6.0,2.04,cheap
1,5500,319200,-0.5,2.34,cheap
1,6000,319200,12.7,3.11,rich
1,6000,319300,8.2,2.32,rich
1,4000,319500,28.3,2.45,rich
1,4500,319500,-69.1,-2.35,cheap
1,5200,319500,15.6,2.22,rich
1,5300,319500,13.3,2.46,rich
1,5400,319500,-0.7,2.74,cheap
1,5500,319500,0.5,2.46,rich
1,6500,319500,-11.4,-2.6,cheap
1,5000,320600,-16.0,-2.56,cheap
1,5500,320600,-1.2,2.26,cheap
1,6000,320600,12.9,3.14,rich
1,5000,324700,-19.0,-2.88,cheap
1,5500,324700,2.4,2.69,rich
1,6000,324700,12.1,2.99,rich
1,4000,324900,27.1,2.39,rich
1,4500,324900,-66.1,-2.29,cheap
1,5200,324900,15.3,2.18,rich
1,5300,324900,12.6,2.35,rich
1,5400,324900,-1.1,2.68,cheap
1,5500,324900,1.5,2.59,rich
1,6500,324900,-10.9,-2.56,cheap
1,4000,326600,27.1,2.39,rich
1,4500,326600,-66.1,-2.29,cheap
1,5200,326600,15.3,2.18,rich
1,5300,326600,12.6,2.35,rich
1,5400,326600,-1.1,2.68,cheap
1,5500,326600,1.5,2.59,rich
1,6500,326600,-10.9,-2.56,cheap
1,4000,327700,27.1,2.39,rich
1,4500,327700,-66.1,-2.29,cheap
1,5200,327700,15.3,2.18,rich
1,5300,327700,12.6,2.35,rich
1,5400,327700,-1.1,2.68,cheap
1,5500,327700,1.5,2.59,rich
1,6500,327700,-10.9,-2.56,cheap
1,4000,327800,27.2,2.4,rich
1,4500,327800,-66.3,-2.29,cheap
1,5300,327800,12.7,2.36,rich
1,5400,327800,-1.8,2.6,cheap
1,5500,327800,3.3,2.8,rich
1,6500,327800,-11.0,-2.57,cheap
1,4000,328000,27.2,2.4,rich
1,4500,328000,-66.6,-2.3,cheap
1,5300,328000,12.1,2.28,rich
1,5400,328000,-1.3,2.65,cheap
1,5500,328000,2.6,2.72,rich
1,6500,328000,-10.8,-2.55,cheap
1,4000,328300,27.2,2.4,rich
1,4500,328300,-66.3,-2.29,cheap
1,5300,328300,12.7,2.36,rich
1,5400,328300,-1.8,2.6,cheap
1,5500,328300,3.3,2.8,rich
1,6500,328300,-11.0,-2.57,cheap
1,4000,330200,28.2,2.45,rich
1,4500,330200,-68.8,-2.34,cheap
1,5200,330200,15.2,2.17,rich
1,5300,330200,13.5,2.47,rich
1,5400,330200,-1.3,2.66,cheap
1,5500,330200,1.1,2.54,rich
1,6500,330200,-11.5,-2.62,cheap
1,6000,330900,8.8,2.44,rich
1,5500,331200,-3.0,2.04,cheap
1,6000,331200,8.8,2.43,rich
1,6000,333000,9.2,2.5,rich
1,4000,333800,28.3,2.45,rich
1,4500,333800,-68.8,-2.34,cheap
1,5200,333800,16.2,2.32,rich
1,5300,333800,13.1,2.42,rich
1,5400,333800,-1.0,2.7,cheap
1,5500,333800,1.3,2.57,rich
1,6500,333800,-11.6,-2.63,cheap
1,5000,334100,-17.8,-2.75,cheap
1,5400,334100,-6.2,2.01,cheap
1,5500,334100,0.3,2.44,rich
1,6000,334100,12.2,3.02,rich
1,4000,334300,28.3,2.45,rich
1,4500,334300,-68.7,-2.34,cheap
1,5200,334300,15.4,2.2,rich
1,5300,334300,12.8,2.38,rich
1,5400,334300,-0.6,2.75,cheap
1,5500,334300,1.6,2.6,rich
1,6500,334300,-11.7,-2.63,cheap
1,6000,334900,8.2,2.33,rich
1,6000,335500,8.2,2.34,rich
1,5000,335700,-19.0,-2.88,cheap
1,5400,335700,-5.3,2.12,cheap
1,5500,335700,-1.0,2.28,cheap
1,6000,335700,12.7,3.1,rich
1,4000,338300,27.2,2.4,rich
1,4500,338300,-66.3,-2.29,cheap
1,5200,338300,14.1,2.01,rich
1,5300,338300,11.9,2.25,rich
1,5400,338300,-1.6,2.61,cheap
1,5500,338300,3.4,2.82,rich
1,6500,338300,-11.0,-2.57,cheap
1,4000,339700,28.2,2.45,rich
1,4500,339700,-68.9,-2.34,cheap
1,5200,339700,15.2,2.17,rich
1,5300,339700,13.5,2.48,rich
1,5400,339700,-1.3,2.66,cheap
1,5500,339700,1.1,2.54,rich
1,6500,339700,-11.5,-2.62,cheap
1,4000,339800,28.2,2.45,rich
1,4500,339800,-69.2,-2.35,cheap
1,5200,339800,15.8,2.26,rich
1,5300,339800,13.6,2.49,rich
1,5400,339800,-1.9,2.58,cheap
1,5500,339800,0.7,2.49,rich
1,6500,339800,-11.4,-2.6,cheap
1,4000,340000,27.1,2.4,rich
1,4500,340000,-66.4,-2.29,cheap
1,5200,340000,15.1,2.16,rich
1,5300,340000,12.4,2.32,rich
1,5400,340000,-1.3,2.65,cheap
1,5500,340000,1.3,2.57,rich
1,6500,340000,-10.8,-2.55,cheap
1,5500,340500,-3.2,2.01,cheap
1,6000,340500,8.2,2.33,rich
1,5000,341500,-16.9,-2.65,cheap
1,5400,341500,-5.8,2.05,cheap
1,5500,341500,-1.5,2.23,cheap
1,6000,341500,12.5,3.07,rich
1,4000,342400,27.1,2.4,rich
1,4500,342400,-66.3,-2.29,cheap
1,5200,342400,15.4,2.19,rich
1,5300,342400,12.6,2.36,rich
1,5400,342400,-1.1,2.68,cheap
1,5500,342400,1.5,2.59,rich
1,6500,342400,-11.0,-2.56,cheap
1,5500,343400,-1.7,2.19,cheap
1,6000,343400,7.9,2.28,rich
1,4000,343700,27.4,2.41,rich
1,4500,343700,-66.3,-2.29,cheap
1,5200,343700,15.1,2.15,rich
1,5300,343700,13.2,2.44,rich
1,5400,343700,-1.9,2.57,cheap
1,5500,343700,3.2,2.8,rich
1,6500,343700,-11.2,-2.58,cheap
1,4000,344800,28.3,2.45,rich
1,4500,344800,-69.1,-2.35,cheap
1,5200,344800,15.1,2.15,rich
1,5300,344800,14.3,2.59,rich
1,5400,344800,-1.4,2.64,cheap
1,5500,344800,1.0,2.53,rich
1,6500,344800,-11.5,-2.62,cheap
1,6000,347900,8.1,2.32,rich
1,4000,348500,27.4,2.41,rich
1,4500,348500,-66.6,-2.3,cheap
1,5200,348500,14.9,2.12,rich
1,5300,348500,13.1,2.43,rich
1,5400,348500,-1.6,2.62,cheap
1,5500,348500,3.3,2.81,rich
1,6500,348500,-11.1,-2.58,cheap
1,4000,349600,28.3,2.45,rich
1,4500,349600,-69.1,-2.35,cheap
1,5200,349600,15.1,2.15,rich
1,5300,349600,14.3,2.59,rich
1,5400,349600,-1.4,2.64,cheap
1,5500,349600,1.0,2.53,rich
1,6500,349600,-11.6,-2.62,cheap
1,5000,349700,-16.3,-2.59,cheap
1,5500,349700,0.2,2.43,rich
1,6000,349700,12.4,3.06,rich
1,4000,350000,27.2,2.4,rich
1,4500,350000,-66.2,-2.29,cheap
1,5200,350000,14.6,2.08,rich
1,5300,350000,13.4,2.46,rich
1,5400,350000,-0.7,2.74,cheap
1,5500,350000,1.8,2.63,rich
1,6500,350000,-11.1,-2.58,cheap
1,4000,350600,28.3,2.45,rich
1,4500,350600,-69.1,-2.35,cheap
1,5200,350600,15.1,2.15,rich
1,5300,350600,14.3,2.59,rich
1,5400,350600,-1.4,2.64,cheap
1,5500,350600,1.0,2.53,rich
1,6500,350600,-11.6,-2.62,cheap
1,4000,354700,28.4,2.45,rich
1,4500,354700,-68.7,-2.34,cheap
1,5200,354700,16.7,2.39,rich
1,5300,354700,13.6,2.5,rich
1,5400,354700,-1.4,2.64,cheap
1,5500,354700,2.0,2.65,rich
1,6500,354700,-11.9,-2.65,cheap
1,5500,358800,-2.2,2.14,cheap
1,6000,358800,8.4,2.37,rich
1,5000,358900,-11.1,-2.02,cheap
1,5500,358900,-3.0,2.04,cheap
1,6000,358900,7.8,2.26,rich
1,4000,359400,27.2,2.4,rich
1,4500,359400,-66.1,-2.29,cheap
1,5200,359400,16.0,2.29,rich
1,5300,359400,12.4,2.32,rich
1,5400,359400,-1.4,2.64,cheap
1,5500,359400,2.4,2.69,rich
1,6500,359400,-11.2,-2.59,cheap
1,5500,359600,-1.0,2.28,cheap
1,6000,359600,8.0,2.29,rich
1,4000,360600,27.3,2.4,rich
1,4500,360600,-66.2,-2.29,cheap
1,5200,360600,15.8,2.26,rich
1,5300,360600,12.2,2.29,rich
1,5400,360600,-0.2,2.8,cheap
1,5500,360600,2.2,2.67,rich
1,6500,360600,-11.2,-2.59,cheap
1,4000,361700,27.4,2.41,rich
1,4500,361700,-66.9,-2.3,cheap
1,5200,361700,15.7,2.24,rich
1,5300,361700,12.4,2.33,rich
1,5400,361700,-2.0,2.56,cheap
1,5500,361700,3.0,2.77,rich
1,6500,361700,-11.0,-2.57,cheap
1,4000,361900,27.4,2.41,rich
1,4500,361900,-66.8,-2.3,cheap
1,5200,361900,15.8,2.26,rich
1,5300,361900,11.6,2.21,rich
1,5400,361900,-1.9,2.58,cheap
1,5500,361900,3.2,2.79,rich
1,6500,361900,-11.0,-2.57,cheap
1,4000,362200,27.4,2.41,rich
1,4500,362200,-66.8,-2.3,cheap
1,5200,362200,15.8,2.26,rich
1,5300,362200,11.6,2.21,rich
1,5400,362200,-1.9,2.58,cheap
1,5500,362200,3.2,2.79,rich
1,6500,362200,-11.0,-2.57,cheap
1,5500,364000,-2.9,2.06,cheap
1,6000,364000,7.5,2.22,rich
1,4000,364700,27.5,2.41,rich
1,4500,364700,-66.9,-2.3,cheap
1,5200,364700,14.7,2.09,rich
1,5300,364700,12.8,2.38,rich
1,5400,364700,-1.0,2.7,cheap
1,5500,364700,2.8,2.75,rich
1,6500,364700,-11.1,-2.57,cheap
1,4000,365300,27.5,2.41,rich
1,4500,365300,-66.7,-2.3,cheap
1,5200,365300,15.9,2.27,rich
1,5300,365300,12.5,2.34,rich
1,5400,365300,-1.0,2.7,cheap
1,5500,365300,2.9,2.76,rich
1,6500,365300,-11.2,-2.59,cheap
1,5500,365500,-2.1,2.15,cheap
1,6000,365500,7.0,2.12,rich
1,5500,366100,-3.2,2.01,cheap
1,6000,366100,7.5,2.21,rich
1,4000,366400,27.4,2.41,rich
1,4500,366400,-66.8,-2.3,cheap
1,5200,366400,15.9,2.27,rich
1,5300,366400,12.6,2.36,rich
1,5400,366400,-1.8,2.59,cheap
1,5500,366400,3.2,2.8,rich
1,6500,366400,-11.1,-2.58,cheap
1,4000,367400,27.4,2.41,rich
1,4500,367400,-66.9,-2.3,cheap
1,5200,367400,15.8,2.26,rich
1,5300,367400,11.6,2.21,rich
1,5400,367400,-1.9,2.58,cheap
1,5500,367400,3.2,2.79,rich
1,6500,367400,-11.0,-2.57,cheap
1,4000,367800,27.4,2.41,rich
1,4500,367800,-66.6,-2.3,cheap
1,5200,367800,16.3,2.33,rich
1,5300,367800,13.1,2.42,rich
1,5400,367800,-0.9,2.7,cheap
1,5500,367800,1.6,2.6,rich
1,6500,367800,-11.1,-2.58,cheap
1,5000,367900,-12.5,-2.18,cheap
1,6000,367900,8.0,2.3,rich
1,5500,368600,-1.7,2.2,cheap
1,6000,368600,6.9,2.11,rich
1,5000,369300,-18.2,-2.79,cheap
1,5500,369300,0.2,2.43,rich
1,6000,369300,12.4,3.06,rich
1,4000,369800,27.5,2.41,rich
1,4500,369800,-66.8,-2.3,cheap
1,5200,369800,15.9,2.27,rich
1,5300,369800,12.7,2.36,rich
1,5400,369800,-1.8,2.59,cheap
1,5500,369800,3.2,2.8,rich
1,6500,369800,-11.1,-2.58,cheap
1,4000,370100,27.5,2.41,rich
1,4500,370100,-66.5,-2.29,cheap
1,5200,370100,16.1,2.3,rich
1,5300,370100,12.8,2.38,rich
1,5400,370100,-0.8,2.72,cheap
1,5500,370100,3.1,2.78,rich
1,6500,370100,-11.3,-2.6,cheap
1,5000,370700,-18.4,-2.82,cheap
1,5500,370700,2.3,2.68,rich
1,6000,370700,12.1,3.01,rich
1,5000,370800,-12.2,-2.14,cheap
1,6000,370800,7.8,2.26,rich
1,5000,370900,-18.4,-2.82,cheap
1,5500,370900,2.3,2.68,rich
1,6000,370900,12.1,3.01,rich
1,4000,372800,27.6,2.42,rich
1,4500,372800,-66.9,-2.3,cheap
1,5200,372800,16.6,2.37,rich
1,5300,372800,13.7,2.5,rich
1,5400,372800,-1.5,2.63,cheap
1,5500,372800,2.5,2.71,rich
1,6500,372800,-11.1,-2.58,cheap
1,4000,373800,27.6,2.42,rich
1,4500,373800,-66.9,-2.3,cheap
1,5200,373800,16.6,2.37,rich
1,5300,373800,13.7,2.5,rich
1,5400,373800,-1.5,2.63,cheap
1,5500,373800,2.5,2.71,rich
1,6500,373800,-11.1,-2.58,cheap
1,4000,374500,27.6,2.42,rich
1,4500,374500,-66.9,-2.3,cheap
1,5200,374500,16.6,2.37,rich
1,5300,374500,13.7,2.5,rich
1,5400,374500,-1.5,2.63,cheap
1,5500,374500,2.5,2.71,rich
1,6500,374500,-11.1,-2.58,cheap
1,4000,374600,27.6,2.42,rich
1,4500,374600,-66.9,-2.3,cheap
1,5200,374600,16.6,2.37,rich
1,5300,374600,13.7,2.5,rich
1,5400,374600,-1.5,2.63,cheap
1,5500,374600,2.5,2.71,rich
1,6500,374600,-11.1,-2.58,cheap
1,5500,375100,-1.8,2.18,cheap
1,6000,375100,7.0,2.12,rich
1,6000,376800,8.1,2.32,rich
1,4000,377200,27.1,2.4,rich
1,4500,377200,-66.2,-2.29,cheap
1,5200,377200,16.3,2.32,rich
1,5300,377200,13.6,2.49,rich
1,5400,377200,-1.2,2.67,cheap
1,5500,377200,0.2,2.43,rich
1,6500,377200,-11.0,-2.57,cheap
1,4000,378000,27.2,2.4,rich
1,4500,378000,-66.4,-2.29,cheap
1,5200,378000,15.0,2.14,rich
1,5300,378000,13.7,2.51,rich
1,5400,378000,-0.3,2.79,cheap
1,5500,378000,-0.2,2.38,cheap
1,6500,378000,-11.0,-2.57,cheap
1,4000,378100,27.3,2.41,rich
1,4500,378100,-66.7,-2.3,cheap
1,5200,378100,15.4,2.2,rich
1,5300,378100,12.7,2.36,rich
1,5400,378100,-1.1,2.68,cheap
1,5500,378100,1.5,2.59,rich
1,6500,378100,-11.0,-2.57,cheap
1,5000,379400,-16.3,-2.59,cheap
1,5500,379400,1.5,2.59,rich
1,6000,379400,11.9,2.97,rich
1,4000,379700,27.3,2.41,rich
1,4500,379700,-66.7,-2.3,cheap
1,5200,379700,15.4,2.2,rich
1,5300,379700,12.7,2.36,rich
1,5400,379700,-1.1,2.68,cheap
1,5500,379700,1.5,2.59,rich
1,6500,379700,-11.0,-2.57,cheap
1,4000,380400,27.6,2.42,rich
1,4500,380400,-66.7,-2.3,cheap
1,5200,380400,16.0,2.28,rich
1,5300,380400,13.6,2.49,rich
1,5400,380400,-0.9,2.7,cheap
1,5500,380400,3.0,2.77,rich
1,6500,380400,-11.3,-2.6,cheap
1,4000,381900,27.4,2.41,rich
1,4500,381900,-66.9,-2.3,cheap
1,5200,381900,16.1,2.3,rich
1,5300,381900,13.8,2.52,rich
1,5400,381900,-1.6,2.61,cheap
1,5500,381900,1.1,2.54,rich
1,6500,381900,-11.0,-2.56,cheap
1,4000,382000,27.4,2.41,rich
1,4500,382000,-66.9,-2.3,cheap
1,5200,382000,16.1,2.3,rich
1,5300,382000,13.8,2.52,rich
1,5400,382000,-1.6,2.61,cheap
1,5500,382000,1.1,2.54,rich
1,6500,382000,-11.0,-2.56,cheap
1,5000,383800,-16.5,-2.6,cheap
1,5400,383800,-6.1,2.02,cheap
1,5500,383800,-1.6,2.21,cheap
1,6000,383800,12.6,3.09,rich
1,5000,384100,-17.8,-2.75,cheap
1,5500,384100,-0.1,2.4,cheap
1,6000,384100,12.4,3.06,rich
1,5000,384900,-17.9,-2.76,cheap
1,5500,384900,-1.8,2.18,cheap
1,6000,384900,12.7,3.11,rich
